VX_SRC	V(bl)	V(blb)	V(q)	V(qb)	V(qbx)	V(qx)	V(vddx)	V(wl)	V(wl_dc)	I(CBL)	I(CBLB)	I(RBL)	I(RBLB)	I(VDD_NOISY)	I(VWL)	I(VWL_DC)	I(VX_SRC)	Ib(MN1_DC)	Ib(MN2_DC)	Ib(MP1_DC)	Ib(MP2_DC)	Id(MN1_DC)	Id(MN2_DC)	Id(MP1_DC)	Id(MP2_DC)	Ig(MN1_DC)	Ig(MN2_DC)	Ig(MP1_DC)	Ig(MP2_DC)	Is(MN1_DC)	Is(MN2_DC)	Is(MP1_DC)	Is(MP2_DC)	Ix(xcell:bl)	Ix(xcell:blb)	Ix(xcell:q)	Ix(xcell:qb)	Ix(xcell:vdd)	Ix(xcell:vss)	Ix(xcell:wl)
0.000000000000000e+00	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999861e-01	0.000000e+00	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	9.446374e-10	-9.446366e-10	0.000000e+00	3.819368e-13	9.446366e-10	9.446374e-10	0.000000e+00	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999861e-16	-0.000000e+00	9.442555e-10	8.000000e-16	9.446370e-10	9.446370e-10	-6.257621e-21	-3.738699e-19	1.308037e-05	-1.308226e-05	0.000000e+00
1.000000000000000e-03	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999861e-01	1.000000e-03	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-1.556741e-07	-9.446366e-10	-2.713506e-11	3.824729e-13	9.446366e-10	9.446374e-10	1.566188e-07	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999861e-16	-1.565916e-07	9.442549e-10	7.990000e-16	9.446370e-10	9.446370e-10	4.753807e-21	-3.738699e-19	1.308037e-05	-1.308226e-05	0.000000e+00
2.000000000000000e-03	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999861e-01	2.000000e-03	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-3.120943e-07	-9.446366e-10	-5.349065e-11	3.830106e-13	9.446366e-10	9.446374e-10	3.130389e-07	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999861e-16	-3.129854e-07	9.442543e-10	7.980000e-16	9.446370e-10	9.446370e-10	-1.388092e-20	2.774984e-19	1.308037e-05	-1.308226e-05	0.000000e+00
3.000000000000000e-03	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999861e-01	3.000000e-03	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-4.683158e-07	-9.446366e-10	-7.908917e-11	3.835498e-13	9.446366e-10	9.446374e-10	4.692604e-07	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999861e-16	-4.691813e-07	9.442539e-10	7.970000e-16	9.446370e-10	9.446370e-10	7.294906e-21	2.774984e-19	1.308037e-05	-1.308226e-05	0.000000e+00
4.000000000000000e-03	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999861e-01	4.000000e-03	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-6.243386e-07	-9.446366e-10	-1.039524e-10	3.840905e-13	9.446366e-10	9.446374e-10	6.252832e-07	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999860e-16	-6.251793e-07	9.442533e-10	7.960000e-16	9.446370e-10	9.446370e-10	-1.303388e-20	-3.738699e-19	1.308037e-05	-1.308226e-05	0.000000e+00
5.000000000000000e-03	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999860e-01	5.000000e-03	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-7.801626e-07	-9.446366e-10	-1.281013e-10	3.846327e-13	9.446366e-10	9.446374e-10	7.811072e-07	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999860e-16	-7.809792e-07	9.442528e-10	7.950000e-16	9.446370e-10	9.446370e-10	2.212708e-21	-4.691520e-20	1.308037e-05	-1.308226e-05	0.000000e+00
6.000000000000000e-03	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999860e-01	6.000000e-03	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-9.357879e-07	-9.446366e-10	-1.515566e-10	3.851764e-13	9.446366e-10	9.446374e-10	9.367325e-07	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999860e-16	-9.365810e-07	9.442522e-10	7.940000e-16	9.446370e-10	9.446370e-10	-7.104654e-21	-4.691520e-20	1.308037e-05	-1.308226e-05	0.000000e+00
7.000000000000000e-03	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999860e-01	7.000000e-03	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-1.091214e-06	-9.446366e-10	-1.743382e-10	3.857217e-13	9.446366e-10	9.446374e-10	1.092159e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999860e-16	-1.091985e-06	9.442517e-10	7.930000e-16	9.446370e-10	9.446370e-10	-7.104654e-21	-4.691520e-20	1.308037e-05	-1.308226e-05	0.000000e+00
8.000000000000000e-03	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999859e-01	8.000000e-03	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-1.246442e-06	-9.446366e-10	-1.964653e-10	3.862685e-13	9.446366e-10	9.446374e-10	1.247386e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999860e-16	-1.247190e-06	9.442511e-10	7.920000e-16	9.446370e-10	9.446370e-10	3.906774e-21	2.774984e-19	1.308037e-05	-1.308226e-05	0.000000e+00
9.000000000000001e-03	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999859e-01	9.000000e-03	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-1.401470e-06	-9.446366e-10	-2.179568e-10	3.868169e-13	9.446366e-10	9.446374e-10	1.402415e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999859e-16	-1.402197e-06	9.442506e-10	7.910000e-16	9.446370e-10	9.446370e-10	9.836005e-21	-4.691520e-20	1.308037e-05	-1.308226e-05	0.000000e+00
1.000000000000000e-02	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999859e-01	1.000000e-02	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-1.556300e-06	-9.446366e-10	-2.388310e-10	3.873668e-13	9.446366e-10	9.446374e-10	1.557245e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999859e-16	-1.557006e-06	9.442500e-10	7.900000e-16	9.446370e-10	9.446370e-10	-1.388092e-20	2.774984e-19	1.308037e-05	-1.308226e-05	0.000000e+00
1.100000000000000e-02	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999859e-01	1.100000e-02	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-1.710930e-06	-9.446366e-10	-2.591055e-10	3.879183e-13	9.446366e-10	9.446374e-10	1.711875e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999859e-16	-1.711616e-06	9.442495e-10	7.890000e-16	9.446370e-10	9.446370e-10	-7.104654e-21	-4.691520e-20	1.308037e-05	-1.308226e-05	0.000000e+00
1.200000000000000e-02	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999859e-01	1.200000e-02	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-1.865362e-06	-9.446366e-10	-2.787976e-10	3.884714e-13	9.446366e-10	9.446374e-10	1.866307e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999859e-16	-1.866028e-06	9.442489e-10	7.880000e-16	9.446370e-10	9.446370e-10	9.836005e-21	-4.691520e-20	1.308037e-05	-1.308226e-05	0.000000e+00
1.300000000000000e-02	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999859e-01	1.300000e-02	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-2.019594e-06	-9.446366e-10	-2.979241e-10	3.890261e-13	9.446366e-10	9.446374e-10	2.020539e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999859e-16	-2.020241e-06	9.442483e-10	7.870000e-16	9.446370e-10	9.446370e-10	-7.104654e-21	-4.691520e-20	1.308037e-05	-1.308226e-05	0.000000e+00
1.400000000000000e-02	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999858e-01	1.400000e-02	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-2.173627e-06	-9.446366e-10	-3.165012e-10	3.895824e-13	9.446366e-10	9.446374e-10	2.174572e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999858e-16	-2.174255e-06	9.442478e-10	7.860000e-16	9.446370e-10	9.446370e-10	-1.175424e-21	-4.691520e-20	1.308037e-05	-1.308226e-05	0.000000e+00
1.500000000000000e-02	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999858e-01	1.500000e-02	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-2.327461e-06	-9.446366e-10	-3.345446e-10	3.901402e-13	9.446366e-10	9.446374e-10	2.328406e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999858e-16	-2.328071e-06	9.442472e-10	7.850000e-16	9.446370e-10	9.446370e-10	-1.175424e-21	-4.691520e-20	1.308037e-05	-1.308226e-05	0.000000e+00
1.600000000000000e-02	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999858e-01	1.600000e-02	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-2.481095e-06	-9.446366e-10	-3.520697e-10	3.906996e-13	9.446366e-10	9.446374e-10	2.482040e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999858e-16	-2.481688e-06	9.442467e-10	7.840000e-16	9.446370e-10	9.446370e-10	9.836005e-21	-4.691520e-20	1.308037e-05	-1.308226e-05	0.000000e+00
1.700000000000000e-02	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999858e-01	1.700000e-02	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-2.634531e-06	-9.446366e-10	-3.690914e-10	3.912607e-13	9.446366e-10	9.446374e-10	2.635475e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999858e-16	-2.635106e-06	9.442461e-10	7.830000e-16	9.446370e-10	9.446370e-10	-1.388092e-20	2.774984e-19	1.308037e-05	-1.308226e-05	0.000000e+00
1.800000000000000e-02	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999858e-01	1.800000e-02	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-2.787766e-06	-9.446366e-10	-3.856242e-10	3.918233e-13	9.446366e-10	9.446374e-10	2.788711e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999858e-16	-2.788325e-06	9.442456e-10	7.820000e-16	9.446370e-10	9.446370e-10	-7.104654e-21	-4.691520e-20	1.308037e-05	-1.308226e-05	0.000000e+00
1.900000000000000e-02	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999858e-01	1.900000e-02	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-2.940803e-06	-9.446366e-10	-4.016820e-10	3.923876e-13	9.446366e-10	9.446374e-10	2.941747e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999857e-16	-2.941345e-06	9.442450e-10	7.810000e-16	9.446370e-10	9.446370e-10	9.836005e-21	-4.691520e-20	1.308037e-05	-1.308226e-05	0.000000e+00
2.000000000000000e-02	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999857e-01	2.000000e-02	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-3.093639e-06	-9.446366e-10	-4.172786e-10	3.929535e-13	9.446366e-10	9.446374e-10	3.094584e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999857e-16	-3.094167e-06	9.442445e-10	7.800000e-16	9.446370e-10	9.446370e-10	-7.104654e-21	-4.691520e-20	1.308037e-05	-1.308226e-05	0.000000e+00
2.100000000000000e-02	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999857e-01	2.100000e-02	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-3.246276e-06	-9.446366e-10	-4.324271e-10	3.935211e-13	9.446366e-10	9.446374e-10	3.247221e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999857e-16	-3.246789e-06	9.442439e-10	7.790000e-16	9.446370e-10	9.446370e-10	-1.175424e-21	-4.691520e-20	1.308037e-05	-1.308226e-05	0.000000e+00
2.200000000000000e-02	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999857e-01	2.200000e-02	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-3.398714e-06	-9.446366e-10	-4.471406e-10	3.940903e-13	9.446366e-10	9.446374e-10	3.399658e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999857e-16	-3.399211e-06	9.442434e-10	7.780000e-16	9.446370e-10	9.446370e-10	-1.175424e-21	-4.691520e-20	1.308037e-05	-1.308226e-05	0.000000e+00
2.300000000000000e-02	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999856e-01	2.300000e-02	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-3.550952e-06	-9.446366e-10	-4.614313e-10	3.946611e-13	9.446366e-10	9.446374e-10	3.551896e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999857e-16	-3.551435e-06	9.442428e-10	7.770000e-16	9.446370e-10	9.446370e-10	9.836005e-21	-4.691520e-20	1.308037e-05	-1.308226e-05	0.000000e+00
2.400000000000000e-02	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999856e-01	2.400000e-02	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-3.702990e-06	-9.446366e-10	-4.753116e-10	3.952336e-13	9.446366e-10	9.446374e-10	3.703934e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999857e-16	-3.703459e-06	9.442421e-10	7.760000e-16	9.446370e-10	9.446370e-10	-1.388092e-20	2.774984e-19	1.308037e-05	-1.308226e-05	0.000000e+00
2.500000000000000e-02	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999856e-01	2.500000e-02	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-3.854828e-06	-9.446366e-10	-4.887931e-10	3.958077e-13	9.446366e-10	9.446374e-10	3.855773e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999856e-16	-3.855284e-06	9.442416e-10	7.750000e-16	9.446370e-10	9.446370e-10	-7.104654e-21	-4.691520e-20	1.308037e-05	-1.308226e-05	0.000000e+00
2.600000000000000e-02	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999856e-01	2.600000e-02	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-4.006466e-06	-9.446366e-10	-5.018874e-10	3.963836e-13	9.446366e-10	9.446374e-10	4.007411e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999856e-16	-4.006909e-06	9.442410e-10	7.740000e-16	9.446370e-10	9.446370e-10	9.836005e-21	-4.691520e-20	1.308037e-05	-1.308226e-05	0.000000e+00
2.700000000000000e-02	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999856e-01	2.700000e-02	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-4.157905e-06	-9.446366e-10	-5.146055e-10	3.969611e-13	9.446366e-10	9.446374e-10	4.158850e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999856e-16	-4.158335e-06	9.442405e-10	7.730000e-16	9.446370e-10	9.446370e-10	-7.104654e-21	-4.691520e-20	1.308037e-05	-1.308226e-05	0.000000e+00
2.800000000000000e-02	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999856e-01	2.800000e-02	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-4.309143e-06	-9.446366e-10	-5.269583e-10	3.975402e-13	9.446366e-10	9.446374e-10	4.310088e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999856e-16	-4.309561e-06	9.442399e-10	7.720000e-16	9.446370e-10	9.446370e-10	-1.175424e-21	-4.691520e-20	1.308037e-05	-1.308226e-05	0.000000e+00
2.900000000000000e-02	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999855e-01	2.900000e-02	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-4.460182e-06	-9.446366e-10	-5.389563e-10	3.981211e-13	9.446366e-10	9.446374e-10	4.461126e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999856e-16	-4.460587e-06	9.442392e-10	7.710000e-16	9.446370e-10	9.446370e-10	-1.175424e-21	-4.691520e-20	1.308037e-05	-1.308226e-05	0.000000e+00
3.000000000000000e-02	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999855e-01	3.000000e-02	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-4.611020e-06	-9.446366e-10	-5.506096e-10	3.987037e-13	9.446366e-10	9.446374e-10	4.611964e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999855e-16	-4.611414e-06	9.442387e-10	7.700000e-16	9.446370e-10	9.446370e-10	9.836005e-21	-4.691520e-20	1.308037e-05	-1.308226e-05	0.000000e+00
3.100000000000000e-02	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999855e-01	3.100000e-02	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-4.761658e-06	-9.446366e-10	-5.619282e-10	3.992880e-13	9.446366e-10	9.446374e-10	4.762603e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999855e-16	-4.762041e-06	9.442381e-10	7.690000e-16	9.446370e-10	9.446370e-10	-1.388092e-20	2.774984e-19	1.308037e-05	-1.308226e-05	0.000000e+00
3.200000000000000e-02	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999855e-01	3.200000e-02	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-4.912096e-06	-9.446366e-10	-5.729216e-10	3.998740e-13	9.446366e-10	9.446374e-10	4.913041e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999855e-16	-4.912468e-06	9.442376e-10	7.680000e-16	9.446370e-10	9.446370e-10	-7.104654e-21	-4.691520e-20	1.308037e-05	-1.308226e-05	0.000000e+00
3.300000000000000e-02	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999855e-01	3.300000e-02	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-5.062334e-06	-9.446366e-10	-5.835992e-10	4.004617e-13	9.446366e-10	9.446374e-10	5.063278e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999855e-16	-5.062695e-06	9.442369e-10	7.670000e-16	9.446370e-10	9.446370e-10	9.836005e-21	-4.691520e-20	1.308037e-05	-1.308226e-05	0.000000e+00
3.400000000000000e-02	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999854e-01	3.400000e-02	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-5.212371e-06	-9.446366e-10	-5.939702e-10	4.010512e-13	9.446366e-10	9.446374e-10	5.213315e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999855e-16	-5.212722e-06	9.442364e-10	7.660000e-16	9.446370e-10	9.446370e-10	-7.104654e-21	-4.691520e-20	1.308037e-05	-1.308226e-05	0.000000e+00
3.500000000000000e-02	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999854e-01	3.500000e-02	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-5.362208e-06	-9.446366e-10	-6.040432e-10	4.016423e-13	9.446366e-10	9.446374e-10	5.363152e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999854e-16	-5.362549e-06	9.442358e-10	7.650000e-16	9.446370e-10	9.446370e-10	-1.175424e-21	-4.691520e-20	1.308037e-05	-1.308226e-05	0.000000e+00
3.600000000000000e-02	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999854e-01	3.600000e-02	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-5.511844e-06	-9.446366e-10	-6.138269e-10	4.022353e-13	9.446366e-10	9.446374e-10	5.512789e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999854e-16	-5.512175e-06	9.442351e-10	7.640000e-16	9.446370e-10	9.446370e-10	-1.175424e-21	-4.691520e-20	1.308037e-05	-1.308226e-05	0.000000e+00
3.700000000000000e-02	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999853e-01	3.700000e-02	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-5.661280e-06	-9.446366e-10	-6.233295e-10	4.028300e-13	9.446366e-10	9.446374e-10	5.662225e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999853e-16	-5.661602e-06	9.442346e-10	7.630000e-16	9.446370e-10	9.446370e-10	9.836005e-21	-4.691520e-20	1.308037e-05	-1.308226e-05	0.000000e+00
3.800000000000000e-02	7.999995e-01	7.999995e-01	3.508475e-01	3.508475e-01	7.999853e-01	3.800000e-02	8.000000e-01	0.000000e+00	0.000000e+00	3.999998e-29	3.999998e-29	-9.446370e-10	-9.446370e-10	-1.308415e-05	0.000000e+00	0.000000e+00	-5.810516e-06	-9.446366e-10	-6.325592e-10	4.034264e-13	9.446366e-10	9.446374e-10	5.811461e-06	-9.446374e-10	-9.446374e-10	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	-7.999853e-16	-5.810828e-06	9.442340e-10	7.620000e-16	9.446370e-10	9.446370e-10	-1.388092e-20	2.774984e-19	1.308037e-05	-1.308226e-05	0.000000e+00
