frequency	gain	v(R1)	v(inoise)	v(onoise)
9.999999999999937e+01	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.023292992280748e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.047128548050893e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.071519305237600e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.096478196143178e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.122018454301956e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.148153621496875e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.174897554939522e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.202264434617405e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.230268770812373e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.258925411794159e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.288249551693125e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.318256738556398e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.348962882591645e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.380384264602876e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.412537544622745e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.445439770745918e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.479108388168197e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.513561248436198e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.548816618912471e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.584893192461103e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.621810097358919e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.659586907437549e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.698243652461732e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.737800828749363e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.778279410038910e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.819700858609970e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.862087136662854e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.905460717963234e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.949844599758031e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
1.995262314968865e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.041737944669514e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.089296130854024e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.137962089502217e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.187761623949536e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.238721138568323e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.290867652767756e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.344228815319905e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.398832919019473e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.454708915685012e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.511886431509561e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.570395782768845e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.630267991895362e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.691534803926895e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.754228703338146e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.818382931264432e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.884031503126584e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
2.951209226666363e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.019951720401993e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.090295432513566e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.162277660168355e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.235936569296257e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.311311214825885e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.388441561391999e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.467368504525289e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.548133892335727e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.630780547700984e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.715352290971696e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.801893963205581e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.890451449942775e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
3.981071705534940e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.073802778041094e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.168693834703320e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.265795188015891e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.365158322401624e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.466835921509594e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.570881896148712e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.677351412871943e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.786300923226343e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
4.897788193684421e+02	1.000000e+00	4.071374e-09	4.071374e-09	4.071374e-09
