time	V(analog_val)	V(final_out)	V(noise_walk)	V(sram_out)	V(trig)	I(B_drift)	I(C_drift)	I(R_drift)	I(R_dummy)	I(S_analog)	I(S_sram)	I(V_sram)	I(V_trigger)
0.000000000000000e+00	9.990010e-01	9.990000e-01	1.000000e+00	1.000000e+00	0.000000e+00	-9.990000e-07	9.990010e-25	9.990000e-07	9.990000e-07	-9.990000e-07	-1.999998e-15	-1.999998e-15	0.000000e+00
1.953124992195698e-15	9.990010e-01	9.990000e-01	1.000000e+00	1.000000e+00	0.000000e+00	-9.990000e-07	-5.684342e-14	9.990000e-07	9.990000e-07	-9.990000e-07	-1.999998e-15	-1.999998e-15	0.000000e+00
3.906249984391395e-15	9.990010e-01	9.990000e-01	1.000000e+00	1.000000e+00	0.000000e+00	-9.990000e-07	-5.684342e-14	9.990000e-07	9.990000e-07	-9.990000e-07	-1.999998e-15	-1.999998e-15	0.000000e+00
7.812499968782791e-15	9.990010e-01	9.990000e-01	1.000000e+00	1.000000e+00	0.000000e+00	-9.990000e-07	-5.684342e-14	9.990000e-07	9.990000e-07	-9.990000e-07	-1.999998e-15	-1.999998e-15	0.000000e+00
1.562499993756558e-14	9.990010e-01	9.990000e-01	1.000000e+00	1.000000e+00	0.000000e+00	-9.990000e-07	0.000000e+00	9.990000e-07	9.990000e-07	-9.990000e-07	-1.999998e-15	-1.999998e-15	0.000000e+00
3.124999987513116e-14	9.990010e-01	9.990000e-01	1.000000e+00	1.000000e+00	0.000000e+00	-9.990000e-07	1.421085e-14	9.990000e-07	9.990000e-07	-9.990000e-07	-1.999998e-15	-1.999998e-15	0.000000e+00
6.249999975026233e-14	9.990010e-01	9.990000e-01	1.000000e+00	1.000000e+00	0.000000e+00	-9.990000e-07	0.000000e+00	9.990000e-07	9.990000e-07	-9.990000e-07	-1.999998e-15	-1.999998e-15	0.000000e+00
1.249999995005247e-13	9.990010e-01	9.990000e-01	1.000000e+00	1.000000e+00	0.000000e+00	-9.990000e-07	3.552714e-15	9.990000e-07	9.990000e-07	-9.990000e-07	-1.999998e-15	-1.999998e-15	0.000000e+00
2.499999990010493e-13	9.990010e-01	9.990000e-01	1.000000e+00	1.000000e+00	0.000000e+00	-9.990000e-07	0.000000e+00	9.990000e-07	9.990000e-07	-9.990000e-07	-1.999998e-15	-1.999998e-15	0.000000e+00
4.999999980020986e-13	9.990010e-01	9.990000e-01	1.000000e+00	1.000000e+00	0.000000e+00	-9.990000e-07	-5.329071e-15	9.990000e-07	9.990000e-07	-9.990000e-07	-1.999998e-15	-1.999998e-15	0.000000e+00
9.999999960041972e-13	9.990010e-01	9.990000e-01	1.000000e+00	1.000000e+00	0.000000e+00	-9.989999e-07	-5.684342e-14	9.989999e-07	9.990000e-07	-9.990000e-07	-1.999998e-15	-1.999998e-15	0.000000e+00
1.999999992008394e-12	9.990010e-01	9.990000e-01	1.000000e+00	1.000000e+00	0.000000e+00	-9.989996e-07	-4.449774e-13	9.989996e-07	9.990000e-07	-9.990000e-07	-1.999998e-15	-1.999998e-15	0.000000e+00
3.999999984016789e-12	9.990010e-01	9.990000e-01	1.000000e+00	1.000000e+00	0.000000e+00	-9.989965e-07	-3.512302e-12	9.989965e-07	9.990000e-07	-9.990000e-07	-1.999998e-15	-1.999998e-15	0.000000e+00
7.999999968033578e-12	9.990010e-01	9.990000e-01	1.000000e+00	1.000000e+00	0.000000e+00	-9.989727e-07	-2.729789e-11	9.989727e-07	9.990000e-07	-9.990000e-07	-1.999998e-15	-1.999998e-15	0.000000e+00
1.599999993606716e-11	9.990010e-01	9.990000e-01	9.999998e-01	1.000000e+00	0.000000e+00	-9.987945e-07	-2.055800e-10	9.987945e-07	9.990000e-07	-9.990000e-07	-2.000000e-15	-2.000000e-15	0.000000e+00
3.199999987213431e-11	9.990010e-01	9.990000e-01	9.999986e-01	1.000000e+00	0.000000e+00	-9.975589e-07	-1.441115e-09	9.975589e-07	9.990000e-07	-9.990000e-07	-2.000026e-15	-2.000026e-15	0.000000e+00
6.399999974426862e-11	9.990008e-01	9.989998e-01	9.999915e-01	1.000000e+00	0.000000e+00	-9.906852e-07	-8.314704e-09	9.906852e-07	9.989998e-07	-9.989998e-07	-2.000339e-15	-2.000339e-15	0.000000e+00
1.279999994885372e-10	9.990000e-01	9.989990e-01	9.999809e-01	1.000000e+00	0.000000e+00	-9.808632e-07	-1.813578e-08	9.808632e-07	9.989990e-07	-9.989990e-07	-2.002031e-15	-2.002031e-15	0.000000e+00
2.559999989770745e-10	9.989966e-01	9.989956e-01	9.999610e-01	1.000000e+00	0.000000e+00	-9.644284e-07	-3.456725e-08	9.644284e-07	9.989956e-07	-9.989956e-07	-2.008777e-15	-2.008777e-15	0.000000e+00
4.513124989770745e-10	9.989935e-01	9.989924e-01	9.999945e-01	1.000000e+00	0.000000e+00	-1.001071e-06	2.079010e-09	1.001071e-06	9.989924e-07	-9.989924e-07	-2.015123e-15	-2.015123e-15	0.000000e+00
6.466249989770745e-10	9.989803e-01	9.989793e-01	9.998422e-01	1.000000e+00	0.000000e+00	-8.619197e-07	-1.370596e-07	8.619197e-07	9.989792e-07	-9.989792e-07	-2.041486e-15	-2.041486e-15	0.000000e+00
8.419374989770745e-10	9.989590e-01	9.989581e-01	9.998777e-01	1.000000e+00	0.000000e+00	-9.186664e-07	-8.029158e-08	9.186664e-07	9.989581e-07	-9.989581e-07	-2.083937e-15	-2.083937e-15	0.000000e+00
1.037249998977074e-09	9.989501e-01	9.989491e-01	9.999377e-01	1.000000e+00	0.000000e+00	-9.876143e-07	-1.133479e-08	9.876143e-07	9.989491e-07	-9.989491e-07	-2.101833e-15	-2.101833e-15	0.000000e+00
1.232562498977074e-09	9.989445e-01	9.989435e-01	9.998978e-01	1.000000e+00	0.000000e+00	-9.533297e-07	-4.561376e-08	9.533297e-07	9.989435e-07	-9.989435e-07	-2.112956e-15	-2.112956e-15	0.000000e+00
1.427874998977074e-09	9.989035e-01	9.989025e-01	9.995278e-01	1.000000e+00	0.000000e+00	-6.242941e-07	-3.746084e-07	6.242941e-07	9.989025e-07	-9.989025e-07	-2.195030e-15	-2.195030e-15	0.000000e+00
1.623187498977074e-09	9.988527e-01	9.988518e-01	9.997067e-01	1.000000e+00	0.000000e+00	-8.539507e-07	-1.449011e-07	8.539507e-07	9.988518e-07	-9.988518e-07	-2.296497e-15	-2.296497e-15	0.000000e+00
1.818499998977074e-09	9.988673e-01	9.988663e-01	1.000160e+00	1.000000e+00	0.000000e+00	-1.292995e-06	2.941283e-07	1.292995e-06	9.988663e-07	-9.988663e-07	-2.267351e-15	-2.267351e-15	0.000000e+00
2.013812498977075e-09	9.989222e-01	9.989212e-01	1.000188e+00	1.000000e+00	0.000000e+00	-1.266229e-06	2.673075e-07	1.266229e-06	9.989211e-07	-9.989211e-07	-2.157696e-15	-2.157696e-15	0.000000e+00
2.209124998977075e-09	9.990217e-01	9.990208e-01	1.000773e+00	1.000000e+00	0.000000e+00	-1.751395e-06	7.523740e-07	1.751395e-06	9.990207e-07	-9.990207e-07	-1.958539e-15	-1.958539e-15	0.000000e+00
2.404437498977075e-09	9.991640e-01	9.991631e-01	1.000868e+00	1.000000e+00	0.000000e+00	-1.704371e-06	7.052077e-07	1.704371e-06	9.991630e-07	-9.991630e-07	-1.673856e-15	-1.673856e-15	0.000000e+00
2.599749998977075e-09	9.991622e-01	9.991612e-01	9.994370e-01	1.000000e+00	0.000000e+00	-2.747782e-07	-7.243830e-07	2.747782e-07	9.991612e-07	-9.991612e-07	-1.677601e-15	-1.677601e-15	0.000000e+00
2.795062498977075e-09	9.991248e-01	9.991238e-01	1.000465e+00	1.000000e+00	0.000000e+00	-1.340364e-06	3.412399e-07	1.340364e-06	9.991238e-07	-9.991238e-07	-1.752434e-15	-1.752434e-15	0.000000e+00
2.990374998977076e-09	9.990786e-01	9.990777e-01	9.992641e-01	1.000000e+00	0.000000e+00	-1.854272e-07	-8.136505e-07	1.854272e-07	9.990777e-07	-9.990777e-07	-1.844701e-15	-1.844701e-15	0.000000e+00
3.185687498977076e-09	9.990355e-01	9.990345e-01	1.000406e+00	1.000000e+00	0.000000e+00	-1.370594e-06	3.715598e-07	1.370594e-06	9.990345e-07	-9.990345e-07	-1.931047e-15	-1.931047e-15	0.000000e+00
3.380999998977076e-09	9.991837e-01	9.991827e-01	1.001329e+00	1.000000e+00	0.000000e+00	-2.145740e-06	1.146558e-06	2.145740e-06	9.991827e-07	-9.991827e-07	-1.634540e-15	-1.634540e-15	0.000000e+00
3.576312498977076e-09	9.991427e-01	9.991418e-01	9.985754e-01	1.000000e+00	0.000000e+00	5.673232e-07	-1.566465e-06	-5.673232e-07	9.991418e-07	-9.991418e-07	-1.716553e-15	-1.716553e-15	0.000000e+00
3.771624998977076e-09	9.990932e-01	9.990923e-01	1.001152e+00	1.000000e+00	0.000000e+00	-2.058969e-06	1.059877e-06	2.058969e-06	9.990922e-07	-9.990922e-07	-1.815496e-15	-1.815496e-15	0.000000e+00
3.966937498977076e-09	9.992717e-01	9.992707e-01	1.001039e+00	1.000000e+00	0.000000e+00	-1.766864e-06	7.675932e-07	1.766864e-06	9.992707e-07	-9.992707e-07	-1.458569e-15	-1.458569e-15	0.000000e+00
4.162249998977076e-09	9.994885e-01	9.994875e-01	1.001941e+00	1.000000e+00	0.000000e+00	-2.452193e-06	1.452706e-06	2.452193e-06	9.994875e-07	-9.994875e-07	-1.024917e-15	-1.024917e-15	0.000000e+00
4.357562498977076e-09	9.995232e-01	9.995222e-01	9.994250e-01	1.000000e+00	0.000000e+00	9.820531e-08	-1.097727e-06	-9.820531e-08	9.995222e-07	-9.995222e-07	-9.555853e-16	-9.555853e-16	0.000000e+00
4.552874998977076e-09	9.993945e-01	9.993935e-01	1.000174e+00	1.000000e+00	0.000000e+00	-7.794612e-07	-2.199323e-07	7.794612e-07	9.993935e-07	-9.993935e-07	-1.212940e-15	-1.212940e-15	0.000000e+00
4.748187498977075e-09	9.992080e-01	9.992070e-01	9.985165e-01	1.000000e+00	0.000000e+00	6.914322e-07	-1.690639e-06	-6.914322e-07	9.992069e-07	-9.992069e-07	-1.586099e-15	-1.586099e-15	0.000000e+00
4.943499998977075e-09	9.992087e-01	9.992077e-01	1.001906e+00	1.000000e+00	0.000000e+00	-2.697679e-06	1.698471e-06	2.697679e-06	9.992077e-07	-9.992077e-07	-1.584569e-15	-1.584569e-15	0.000000e+00
5.138812498977075e-09	9.993515e-01	9.993505e-01	1.000115e+00	1.000000e+00	0.000000e+00	-7.632579e-07	-2.360926e-07	7.632579e-07	9.993505e-07	-9.993505e-07	-1.298948e-15	-1.298948e-15	0.000000e+00
5.334124998977075e-09	9.991675e-01	9.991665e-01	9.985185e-01	1.000000e+00	0.000000e+00	6.490416e-07	-1.648208e-06	-6.490416e-07	9.991666e-07	-9.991666e-07	-1.666975e-15	-1.666975e-15	0.000000e+00
5.529437498977074e-09	9.989862e-01	9.989853e-01	9.997774e-01	1.000000e+00	0.000000e+00	-7.911981e-07	-2.077872e-07	7.911981e-07	9.989852e-07	-9.989852e-07	-2.029474e-15	-2.029474e-15	0.000000e+00
5.724749998977074e-09	9.989929e-01	9.989919e-01	1.000268e+00	1.000000e+00	0.000000e+00	-1.275104e-06	2.761119e-07	1.275104e-06	9.989919e-07	-9.989919e-07	-2.016129e-15	-2.016129e-15	0.000000e+00
5.920062498977074e-09	9.992033e-01	9.992023e-01	1.002080e+00	1.000000e+00	0.000000e+00	-2.877098e-06	1.877895e-06	2.877098e-06	9.992023e-07	-9.992023e-07	-1.595425e-15	-1.595425e-15	0.000000e+00
6.115374998977074e-09	9.994581e-01	9.994571e-01	1.001188e+00	1.000000e+00	0.000000e+00	-1.730382e-06	7.309245e-07	1.730382e-06	9.994570e-07	-9.994570e-07	-1.085891e-15	-1.085891e-15	0.000000e+00
6.310687498977074e-09	9.996037e-01	9.996027e-01	1.001364e+00	1.000000e+00	0.000000e+00	-1.760078e-06	7.604757e-07	1.760078e-06	9.996027e-07	-9.996027e-07	-7.946019e-16	-7.946019e-16	0.000000e+00
6.505999998977073e-09	9.997488e-01	9.997478e-01	1.001474e+00	1.000000e+00	0.000000e+00	-1.724979e-06	7.252312e-07	1.724979e-06	9.997478e-07	-9.997478e-07	-5.044251e-16	-5.044251e-16	0.000000e+00
6.701312498977073e-09	9.998421e-01	9.998411e-01	1.001072e+00	1.000000e+00	0.000000e+00	-1.230203e-06	2.303615e-07	1.230203e-06	9.998411e-07	-9.998411e-07	-3.177861e-16	-3.177861e-16	0.000000e+00
6.896624998977073e-09	9.999489e-01	9.999479e-01	1.001812e+00	1.000000e+00	0.000000e+00	-1.863273e-06	8.633255e-07	1.863273e-06	9.999479e-07	-9.999479e-07	-1.041756e-16	-1.041756e-16	0.000000e+00
7.091937498977073e-09	1.000188e+00	1.000187e+00	1.002776e+00	1.000000e+00	0.000000e+00	-2.587543e-06	1.587356e-06	2.587543e-06	1.000187e-06	-1.000187e-06	3.744727e-16	3.744727e-16	0.000000e+00
7.287249998977073e-09	9.999455e-01	9.999444e-01	9.968721e-01	1.000000e+00	0.000000e+00	3.073408e-06	-4.073352e-06	-3.073408e-06	9.999445e-07	-9.999445e-07	-1.110730e-16	-1.110730e-16	0.000000e+00
7.482562498977073e-09	9.994659e-01	9.994649e-01	9.996275e-01	1.000000e+00	0.000000e+00	-1.616305e-07	-8.378343e-07	1.616305e-07	9.994649e-07	-9.994649e-07	-1.070288e-15	-1.070288e-15	0.000000e+00
7.677874998977073e-09	9.990757e-01	9.990746e-01	9.969169e-01	1.000000e+00	0.000000e+00	2.158738e-06	-3.157812e-06	-2.158738e-06	9.990747e-07	-9.990747e-07	-1.850687e-15	-1.850687e-15	0.000000e+00
7.873187498977073e-09	9.989697e-01	9.989687e-01	1.002041e+00	1.000000e+00	0.000000e+00	-3.071582e-06	2.072613e-06	3.071582e-06	9.989686e-07	-9.989686e-07	-2.062640e-15	-2.062640e-15	0.000000e+00
8.068499998977072e-09	9.993446e-01	9.993436e-01	1.002111e+00	1.000000e+00	0.000000e+00	-2.766358e-06	1.767015e-06	2.766358e-06	9.993437e-07	-9.993437e-07	-1.312713e-15	-1.312713e-15	0.000000e+00
8.263812498977072e-09	9.996250e-01	9.996240e-01	1.001728e+00	1.000000e+00	0.000000e+00	-2.102988e-06	1.103365e-06	2.102988e-06	9.996239e-07	-9.996239e-07	-7.520929e-16	-7.520929e-16	0.000000e+00
8.459124998977072e-09	9.995558e-01	9.995548e-01	9.987439e-01	1.000000e+00	0.000000e+00	8.119337e-07	-1.811488e-06	-8.119337e-07	9.995548e-07	-9.995548e-07	-8.903983e-16	-8.903983e-16	0.000000e+00
8.654437498977072e-09	9.991425e-01	9.991415e-01	9.977211e-01	1.000000e+00	0.000000e+00	1.421406e-06	-2.420547e-06	-1.421406e-06	9.991415e-07	-9.991415e-07	-1.716967e-15	-1.716967e-15	0.000000e+00
8.849749998977072e-09	9.989549e-01	9.989539e-01	1.000453e+00	1.000000e+00	0.000000e+00	-1.498315e-06	4.993614e-07	1.498315e-06	9.989539e-07	-9.989539e-07	-2.092198e-15	-2.092198e-15	0.000000e+00
9.045062498977071e-09	9.990234e-01	9.990224e-01	1.000224e+00	1.000000e+00	0.000000e+00	-1.200774e-06	2.017521e-07	1.200774e-06	9.990224e-07	-9.990224e-07	-1.955262e-15	-1.955262e-15	0.000000e+00
9.240374998977071e-09	9.989827e-01	9.989817e-01	9.993630e-01	1.000000e+00	0.000000e+00	-3.803401e-07	-6.186416e-07	3.803401e-07	9.989817e-07	-9.989817e-07	-2.036686e-15	-2.036686e-15	0.000000e+00
9.435687498977071e-09	9.989697e-01	9.989688e-01	1.000455e+00	1.000000e+00	0.000000e+00	-1.485515e-06	4.865464e-07	1.485515e-06	9.989687e-07	-9.989687e-07	-2.062486e-15	-2.062486e-15	0.000000e+00
9.630999998977071e-09	9.992481e-01	9.992471e-01	1.002611e+00	1.000000e+00	0.000000e+00	-3.363049e-06	2.363802e-06	3.363049e-06	9.992472e-07	-9.992472e-07	-1.505777e-15	-1.505777e-15	0.000000e+00
9.826312498977071e-09	9.993787e-01	9.993777e-01	9.993514e-01	1.000000e+00	0.000000e+00	2.729929e-08	-1.026677e-06	-2.729929e-08	9.993777e-07	-9.993777e-07	-1.244620e-15	-1.244620e-15	0.000000e+00
1.002162499897707e-08	9.991589e-01	9.991579e-01	9.989344e-01	1.000000e+00	0.000000e+00	2.244761e-07	-1.223634e-06	-2.244761e-07	9.991579e-07	-9.991579e-07	-1.684134e-15	-1.684134e-15	0.000000e+00
1.021693749897707e-08	9.990904e-01	9.990894e-01	1.000612e+00	1.000000e+00	0.000000e+00	-1.521429e-06	5.223392e-07	1.521429e-06	9.990895e-07	-9.990895e-07	-1.821105e-15	-1.821105e-15	0.000000e+00
1.041224999897707e-08	9.992516e-01	9.992506e-01	1.001379e+00	1.000000e+00	0.000000e+00	-2.127173e-06	1.127923e-06	2.127173e-06	9.992506e-07	-9.992506e-07	-1.498789e-15	-1.498789e-15	0.000000e+00
1.060756249897707e-08	9.996826e-01	9.996817e-01	1.003968e+00	1.000000e+00	0.000000e+00	-4.285461e-06	3.285780e-06	4.285461e-06	9.996817e-07	-9.996817e-07	-6.367386e-16	-6.367386e-16	0.000000e+00
1.080287499897707e-08	9.996293e-01	9.996283e-01	9.967971e-01	1.000000e+00	0.000000e+00	2.832195e-06	-3.831823e-06	-2.832195e-06	9.996284e-07	-9.996284e-07	-7.433875e-16	-7.433875e-16	0.000000e+00
1.099818749897707e-08	9.994680e-01	9.994670e-01	1.002647e+00	1.000000e+00	0.000000e+00	-3.179369e-06	2.179902e-06	3.179369e-06	9.994670e-07	-9.994670e-07	-1.066028e-15	-1.066028e-15	0.000000e+00
1.119349999897707e-08	9.992782e-01	9.992772e-01	9.961539e-01	1.000000e+00	0.000000e+00	3.124297e-06	-4.123574e-06	-3.124297e-06	9.992772e-07	-9.992772e-07	-1.445651e-15	-1.445651e-15	0.000000e+00
1.138881249897707e-08	9.984760e-01	9.984750e-01	9.953836e-01	1.000000e+00	0.000000e+00	3.092439e-06	-4.090914e-06	-3.092439e-06	9.984750e-07	-9.984750e-07	-3.050042e-15	-3.050042e-15	0.000000e+00
1.158412499897707e-08	9.982812e-01	9.982802e-01	1.001377e+00	1.000000e+00	0.000000e+00	-3.095216e-06	2.096935e-06	3.095216e-06	9.982803e-07	-9.982803e-07	-3.439490e-15	-3.439490e-15	0.000000e+00
1.177943749897707e-08	9.989548e-01	9.989538e-01	1.004754e+00	1.000000e+00	0.000000e+00	-5.799208e-06	4.800254e-06	5.799208e-06	9.989539e-07	-9.989539e-07	-2.092384e-15	-2.092384e-15	0.000000e+00
1.197474999897707e-08	9.996558e-01	9.996548e-01	1.003033e+00	1.000000e+00	0.000000e+00	-3.377427e-06	2.377772e-06	3.377427e-06	9.996547e-07	-9.996547e-07	-6.904276e-16	-6.904276e-16	0.000000e+00
1.217006249897707e-08	9.998416e-01	9.998406e-01	1.000366e+00	1.000000e+00	0.000000e+00	-5.247496e-07	-4.750910e-07	5.247496e-07	9.998406e-07	-9.998406e-07	-3.188106e-16	-3.188106e-16	0.000000e+00
1.236537499897707e-08	9.994251e-01	9.994240e-01	9.966341e-01	1.000000e+00	0.000000e+00	2.790979e-06	-3.790403e-06	-2.790979e-06	9.994241e-07	-9.994241e-07	-1.151914e-15	-1.151914e-15	0.000000e+00
1.256068749897707e-08	9.991567e-01	9.991557e-01	1.001198e+00	1.000000e+00	0.000000e+00	-2.041481e-06	1.042325e-06	2.041481e-06	9.991556e-07	-9.991556e-07	-1.688647e-15	-1.688647e-15	0.000000e+00
1.275599999897707e-08	9.996118e-01	9.996108e-01	1.004230e+00	1.000000e+00	0.000000e+00	-4.617990e-06	3.618379e-06	4.617990e-06	9.996108e-07	-9.996108e-07	-7.783545e-16	-7.783545e-16	0.000000e+00
1.295131249897707e-08	9.997592e-01	9.997582e-01	9.986500e-01	1.000000e+00	0.000000e+00	1.109214e-06	-2.108972e-06	-1.109214e-06	9.997582e-07	-9.997582e-07	-4.835487e-16	-4.835487e-16	0.000000e+00
1.314662499897707e-08	9.995810e-01	9.995800e-01	1.000865e+00	1.000000e+00	0.000000e+00	-1.283989e-06	2.844091e-07	1.283989e-06	9.995800e-07	-9.995800e-07	-8.399083e-16	-8.399083e-16	0.000000e+00
1.334193749897707e-08	9.991399e-01	9.991389e-01	9.953373e-01	1.000000e+00	0.000000e+00	3.802611e-06	-4.801750e-06	-3.802611e-06	9.991389e-07	-9.991389e-07	-1.722201e-15	-1.722201e-15	0.000000e+00
1.353724999897707e-08	9.987887e-01	9.987876e-01	1.000992e+00	1.000000e+00	0.000000e+00	-2.203572e-06	1.204784e-06	2.203572e-06	9.987876e-07	-9.987876e-07	-2.424732e-15	-2.424732e-15	0.000000e+00
1.373256249897707e-08	9.993163e-01	9.993153e-01	1.004514e+00	1.000000e+00	0.000000e+00	-5.198126e-06	4.198811e-06	5.198126e-06	9.993154e-07	-9.993154e-07	-1.369344e-15	-1.369344e-15	0.000000e+00
1.392787499897707e-08	9.993987e-01	9.993977e-01	9.970430e-01	1.000000e+00	0.000000e+00	2.355750e-06	-3.355148e-06	-2.355750e-06	9.993977e-07	-9.993977e-07	-1.204566e-15	-1.204566e-15	0.000000e+00
1.412318749897707e-08	9.993203e-01	9.993193e-01	1.002871e+00	1.000000e+00	0.000000e+00	-3.550908e-06	2.551589e-06	3.550908e-06	9.993192e-07	-9.993192e-07	-1.361511e-15	-1.361511e-15	0.000000e+00
1.431849999897707e-08	1.000030e+00	1.000029e+00	1.005745e+00	1.000000e+00	0.000000e+00	-5.714942e-06	4.714913e-06	5.714942e-06	1.000029e-06	-1.000029e-06	5.772627e-17	5.772627e-17	0.000000e+00
1.451381249897707e-08	1.000519e+00	1.000518e+00	1.001816e+00	1.000000e+00	0.000000e+00	-1.296861e-06	2.963429e-07	1.296861e-06	1.000518e-06	-1.000518e-06	1.036486e-15	1.036486e-15	0.000000e+00
1.470912499897707e-08	1.000945e+00	1.000944e+00	1.006006e+00	1.000000e+00	0.000000e+00	-5.061384e-06	4.060440e-06	5.061384e-06	1.000944e-06	-1.000944e-06	1.887420e-15	1.887420e-15	0.000000e+00
1.490443749897707e-08	1.000891e+00	1.000890e+00	9.972810e-01	1.000000e+00	0.000000e+00	3.610013e-06	-4.610903e-06	-3.610013e-06	1.000890e-06	-1.000890e-06	1.779908e-15	1.779908e-15	0.000000e+00
1.509974999897707e-08	1.000879e+00	1.000878e+00	1.006369e+00	1.000000e+00	0.000000e+00	-5.489676e-06	4.488798e-06	5.489676e-06	1.000878e-06	-1.000878e-06	1.756059e-15	1.756059e-15	0.000000e+00
1.529506249897707e-08	1.000934e+00	1.000933e+00	9.980139e-01	1.000000e+00	0.000000e+00	2.920571e-06	-3.921504e-06	-2.920571e-06	1.000933e-06	-1.000933e-06	1.866858e-15	1.866858e-15	0.000000e+00
1.549037499897707e-08	1.000986e+00	1.000985e+00	1.006433e+00	1.000000e+00	0.000000e+00	-5.446976e-06	4.445991e-06	5.446976e-06	1.000985e-06	-1.000985e-06	1.969297e-15	1.969297e-15	0.000000e+00
1.568568749897707e-08	1.001557e+00	1.001556e+00	1.003960e+00	1.000000e+00	0.000000e+00	-2.403297e-06	1.401741e-06	2.403297e-06	1.001556e-06	-1.001556e-06	3.111431e-15	3.111431e-15	0.000000e+00
1.588099999897707e-08	1.001630e+00	1.001629e+00	1.001975e+00	1.000000e+00	0.000000e+00	-3.455423e-07	-6.560862e-07	3.455423e-07	1.001629e-06	-1.001629e-06	3.257067e-15	3.257067e-15	0.000000e+00
1.607631249897708e-08	1.001206e+00	1.001205e+00	9.985228e-01	1.000000e+00	0.000000e+00	2.682947e-06	-3.684152e-06	-2.682947e-06	1.001205e-06	-1.001205e-06	2.409365e-15	2.409365e-15	0.000000e+00
1.627162499897708e-08	1.000156e+00	1.000155e+00	9.940896e-01	1.000000e+00	0.000000e+00	6.066249e-06	-7.066404e-06	-6.066249e-06	1.000155e-06	-1.000155e-06	3.096492e-16	3.096492e-16	0.000000e+00
1.646693749897708e-08	9.995499e-01	9.995489e-01	1.001412e+00	1.000000e+00	0.000000e+00	-1.861577e-06	8.620278e-07	1.861577e-06	9.995489e-07	-9.995489e-07	-9.021418e-16	-9.021418e-16	0.000000e+00
1.666224999897708e-08	9.997817e-01	9.997807e-01	1.002293e+00	1.000000e+00	0.000000e+00	-2.511201e-06	1.511420e-06	2.511201e-06	9.997807e-07	-9.997807e-07	-4.385781e-16	-4.385781e-16	0.000000e+00
1.685756249897708e-08	9.999869e-01	9.999859e-01	1.001577e+00	1.000000e+00	0.000000e+00	-1.590173e-06	5.901874e-07	1.590173e-06	9.999859e-07	-9.999859e-07	-2.810823e-17	-2.810823e-17	0.000000e+00
1.705287499897708e-08	9.999135e-01	9.999126e-01	9.995716e-01	1.000000e+00	0.000000e+00	3.419878e-07	-1.341900e-06	-3.419878e-07	9.999126e-07	-9.999126e-07	-1.749270e-16	-1.749270e-16	0.000000e+00
1.724818749897708e-08	9.996896e-01	9.996886e-01	9.997377e-01	1.000000e+00	0.000000e+00	-4.809680e-08	-9.515917e-07	4.809680e-08	9.996886e-07	-9.996886e-07	-6.228743e-16	-6.228743e-16	0.000000e+00
1.744349999897709e-08	9.992625e-01	9.992615e-01	9.968399e-01	1.000000e+00	0.000000e+00	2.422589e-06	-3.421850e-06	-2.422589e-06	9.992615e-07	-9.992615e-07	-1.477061e-15	-1.477061e-15	0.000000e+00
1.763881249897709e-08	9.982085e-01	9.982074e-01	9.918352e-01	1.000000e+00	0.000000e+00	6.373209e-06	-7.371416e-06	-6.373209e-06	9.982075e-07	-9.982074e-07	-3.585119e-15	-3.585119e-15	0.000000e+00
1.783412499897709e-08	9.976735e-01	9.976726e-01	1.000565e+00	1.000000e+00	0.000000e+00	-2.891619e-06	1.893946e-06	2.891619e-06	9.976725e-07	-9.976725e-07	-4.654936e-15	-4.654936e-15	0.000000e+00
1.802943749897709e-08	9.984604e-01	9.984594e-01	1.005622e+00	1.000000e+00	0.000000e+00	-7.161892e-06	6.163432e-06	7.161892e-06	9.984594e-07	-9.984594e-07	-3.081231e-15	-3.081231e-15	0.000000e+00
1.822474999897709e-08	9.996933e-01	9.996923e-01	1.007155e+00	1.000000e+00	0.000000e+00	-7.461601e-06	6.461909e-06	7.461601e-06	9.996924e-07	-9.996924e-07	-6.153466e-16	-6.153466e-16	0.000000e+00
1.842006249897709e-08	1.000870e+00	1.000869e+00	1.007463e+00	1.000000e+00	0.000000e+00	-6.592725e-06	5.591855e-06	6.592725e-06	1.000869e-06	-1.000869e-06	1.738902e-15	1.738902e-15	0.000000e+00
1.861537499897709e-08	1.000510e+00	1.000510e+00	9.922330e-01	1.000000e+00	0.000000e+00	8.277508e-06	-9.278017e-06	-8.277508e-06	1.000509e-06	-1.000509e-06	1.018949e-15	1.018949e-15	0.000000e+00
1.881068749897710e-08	9.988933e-01	9.988924e-01	9.926108e-01	1.000000e+00	0.000000e+00	6.282519e-06	-7.281411e-06	-6.282519e-06	9.988923e-07	-9.988923e-07	-2.215311e-15	-2.215311e-15	0.000000e+00
1.900599999897710e-08	9.975266e-01	9.975257e-01	9.918107e-01	1.000000e+00	0.000000e+00	5.715893e-06	-6.713419e-06	-5.715893e-06	9.975257e-07	-9.975256e-07	-4.948674e-15	-4.948674e-15	0.000000e+00
1.920131249897710e-08	9.965416e-01	9.965406e-01	9.941649e-01	1.000000e+00	0.000000e+00	2.376759e-06	-3.373300e-06	-2.376759e-06	9.965406e-07	-9.965406e-07	-6.918734e-15	-6.918734e-15	0.000000e+00
